region;estado;municipio;parroquia_actual;ciudad;urbana;zona;codigo_postal
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Barrio Puerta Verde;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Barrio República;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Barrio Río Cristal;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Barrio Sanidad;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Barrio Santa Cruz;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Barrio Unido;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Centro de Macarao;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Residencias Macarao;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector 19 de Marzo;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Agua China I;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Agua China II;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Andrés Bello I;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Andrés Bello II;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector El Matadero;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector I Kennedy;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector II Kennedy;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector IV Kennedy;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector La California;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector La Piscina;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector La Vilma;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Las Adjuntas;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Las Adjuntas Zona I;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Las Adjuntas Zona II;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Los Palotes;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Mauro Páez Pumar;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Mirador de la Cumbre;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Santa Cruz;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector V Kennedy;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Vidal López;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Sector Zona Industrial;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas 5;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas 6;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas 7;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas 9;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas Bello Monte;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas D;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas La Máquina;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Terrazas U Kennedy;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Tierra Blanca;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Urbanización Hacienda;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Urbanización Haciendita;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Macarao;Caracas;si;Urbanización Kennedy;1000
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Oficina Postal Telegráfica Carmelitas;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio Casitas del Imca;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio El Arcángel;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio El Tamarindo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio El Terraplén;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio La Providencia;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio La Trilla;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio Los Aguacaticos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio Los Cujicitos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio Mambalaya;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio Nuevo Caraballo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Barrio Terrazas del Ávila;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Casco Central de Altagracia;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Sector El Panteón;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Sector La Esperanza;1010
CAPITAL;DISTRITO CAPITAL;Libertador;Altagracia;Caracas;si;Urbanización Caraballo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Agua Salud;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Altos del Lídice;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Armando González Lara;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Bajo Tierra;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Boca de Desecho;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Bogotá;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Buena Vista;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Camino de Los Españoles;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Canaima;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Catuche;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Corazón de Jesús;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Curazaito;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Aguacatico;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Cardón;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Descanso;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Desecho;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Jardín;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Millo I;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Millo II;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Polvorín I;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Polvorín II;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Rosario;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Samán;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio El Sol;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio La Concepción;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio La Pila;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio La Toma;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Las Torres;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Las Torres de las Mercedes;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Lídice;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Lídice I;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Lomas del Polvorín;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Los Castillitos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Los Hornitos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Los Mecedores;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Los Pinos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Mariño;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Matapalo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Moscú;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Obrero;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Primera Loma;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Puerta de Caracas;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Quebrada de Catuche;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio San Nicolás;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio San Rafael;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Santa Ana;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Segunda Loma;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Sin Ley;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Soledad;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Sucre;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Tierra Blanca;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Tinajita;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Torres de Los Mecedores;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Vista Hermosa;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Barrio Vuelta El Seminario;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Conjunto Residencial Los Mecedores;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Esquina La Pistola;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Sector Diego de Losada;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Sector El Cardón;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Sector La Pastora;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Sector Manicomio;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Sector Sabana de Blanco;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Sector San Benito;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Urbanización Campo Elías;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Urbanización Diego de Losada;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Urbanización Lídice;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Urbanización Lídice Central;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Pastora;Caracas;si;Urbanización Los Hijos de Dios;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio 11 de Agosto;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio 1ro de Mayo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Alberto Ravell;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Brisas de Gamboa;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Caraballo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Cotiza;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Dos Cerritos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio El Terraplén;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio La Ceiba;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio La Esperanza;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio La Vuelta;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Las Brisas;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Los Aliados;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Los Cujicitos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Los Eucaliptus;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Los Pinos;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Barrio Santa Elena;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Casco Central de San José;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Sector El Retiro;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Sector La Gracia de Dios;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Sector Monte Carmelo;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Sector San José;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Sector San Luis;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Urbanización Hijos de Dios;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Urbanización José Gregorio Hernández;1010
CAPITAL;DISTRITO CAPITAL;Libertador;San José;Caracas;si;Urbanización San José del Ávila;1010
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Oficina Postal Telegráfica La Candelaria;1011
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Barrio El Carmen;1011
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Barrio El Eraso;1011
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Barrio Guaicaipuro;1011
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Barrio Panorama;1011
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Conjunto Residencial Parque Carabobo;1011
CAPITAL;DISTRITO CAPITAL;Libertador;La Candelaria;Caracas;si;Sector La Candelaria;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Avenida Fermín Toro;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Bambú;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Fermín Toro;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Humboldt I;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Humboldt II;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio López Méndez;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Los Anaucos;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Los Erazos;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Barrio Los Lanos;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Urbanización Parque Anauco;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Urbanización San Bernardino Este;1011
CAPITAL;DISTRITO CAPITAL;Libertador;San Bernardino;Caracas;si;Urbanización San Bernardino Oeste;1011
CAPITAL;DISTRITO CAPITAL;Libertador;Catedral;Caracas;si;Oficina Postal Telegráfica El Silencio;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Catedral;Caracas;si;Urbanización El Silencio;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Catedral;Caracas;si;Urbanización La Catedral;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Catedral;Caracas;si;Urbanización Santa Teresa;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Los Dos Túneles;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Nuevo Circo;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Urbanización El Silencio;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Urbanización Santa Teresa;1012
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Fuerzas Armadas;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector La Lecuna;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Puente de Hierro;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Puente Restaurador;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Puente Soublette;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Teresa;Caracas;si;Sector Quinta Crespo;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Oficina Postal Telegráfica Quinta Crespo;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Conjunto Residencial Jardín Botánico;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector La Concordia;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Puente Hierro;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Santa Rosalía;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Hornos de Cal;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización La Palmita;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Las Flores de Puente Hierro;1014
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio 1ro de Mayo I;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio 1ro de Mayo II;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio 1ro de Mayo III;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio 05 de Julio;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Ajuro;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Altamira;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Bruzual;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Bucare;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Buenos Aires;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Canicitos;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Carpones;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Cerro Grande;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Colinas de Murachi;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El 70;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El Cañao;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El Casquillo;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El León;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El Manguito;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El Peaje;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El Triángulo;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio El Zanjon;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Gran Colombia;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Guzmán Blanco;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Barranca;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Ceibita;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Cruz;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Cumbre;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Matanza;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Quinta;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Unidad;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio La Vereda;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Las Casitas;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Las Luces;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Las Malvinas;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Las Palmas;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Las Terrazas;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Los Aguacaticos;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Los Alpes;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Los Bucares;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Los Mangos;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Los Rosales;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Los Sin Techos;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Mixto Listo;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Pinto Salinas;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio San Andrés;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio San Antonio;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio San Miguel I;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio San Miguel II;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Santa Eduvigis;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Santa Elena;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Turiamo;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Barrio Villa Zoila;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Casco Central Santa Rosalía;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Colinas de Valle Abajo;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Chula Vista;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector El Cementerio;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector El Lindero;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Gran Colombia;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Las Flores;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Las Luces;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Sector Piedra Azul;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Alberto Ravell;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Briceño Montero;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Colinas de Bello Monte;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Colinas de las Acacias;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Colinas de los Chaguaramos;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Colinas de Santa Mónica;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización Dávila;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización El Conde;1040
CAPITAL;DISTRITO CAPITAL;Libertador;Santa Rosalía;Caracas;si;Urbanización El Prado;1040
